,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Log_Return,SMA_20,SMA_50,SMA_200,RSI,EMA_20,MACD,MACD_Signal,Volatility,BB_Middle,BB_Upper,BB_Lower,ATR,DayOfWeek,Month,Quarter,Target
2010-02-19,1121.300048828125,1121.300048828125,1126.199951171875,1099.699951171875,1121.300048828125,137,0.002951743137857843,0.0029473952977853916,1093.05,,,60.470221235039865,1101.5561742184316,0.04282950475362668,-5.657753341309313,0.01496378859467743,1093.05,1134.3665543760285,1051.7334456239714,23.814287458147323,4,2,1,0
2010-02-22,1112.5999755859375,1112.5999755859375,1127.4000244140625,1110.0,1112.5999755859375,124,-0.007758916314397735,-0.0077891733148895085,1094.2200012207031,,,52.43685564516302,1102.6079648248606,0.8345221582915201,-4.359298241389146,0.014788385665714113,1094.2200012207031,1136.3938881862368,1052.0461142551694,22.878574916294642,0,2,1,0
2010-02-23,1102.699951171875,1102.699951171875,1118.300048828125,1102.5999755859375,1116.4000244140625,152,-0.008898098715891867,-0.008937923213824531,1094.5950012207031,,,45.6014137073804,1102.6167254293382,0.6555384189637152,-3.356330909318574,0.014916162784058518,1094.5950012207031,1136.938611371171,1052.2513910702353,22.692862374441965,1,2,1,0
2010-02-24,1096.5,1096.5,1096.5,1096.5,1096.5,751,-0.005622518768851004,-0.005638384626172894,1094.525,,,45.54691245154215,1102.0341801503537,0.013255470805688674,-2.682413633293722,0.014968134839102006,1094.525,1136.8502297817067,1052.1997702182935,21.971426827566965,2,2,1,1
2010-02-25,1107.800048828125,1107.800048828125,1108.199951171875,1088.699951171875,1107.800048828125,386,0.010305562086753373,0.010252821817720683,1095.695001220703,,,67.51544481733248,1102.5833105006177,0.411319671833553,-2.0636669722682672,0.014840119149283642,1095.695001220703,1138.1353069019206,1053.2546955394855,19.621425083705358,3,2,1,1
2010-02-26,1118.300048828125,1118.300048828125,1118.300048828125,1106.800048828125,1106.800048828125,382,0.009478244752838982,0.009433608021292231,1097.4300048828125,,,75.44270490724904,1104.080142722285,1.5561127675468924,-1.3397110243052355,0.014946304250445791,1097.4300048828125,1140.6189328574064,1054.2410769082185,18.778564453125,4,2,1,0
2010-03-01,1117.800048828125,1117.800048828125,1121.9000244140625,1113.5999755859375,1119.300048828125,184,-0.00044710719678853206,-0.00044720717901420117,1099.1700073242187,,,72.28406380659202,1105.3868004466508,2.3954109164101283,-0.5926866361621627,0.01494548323923588,1099.1700073242187,1142.7137133835665,1055.6263012648708,17.857134137834823,0,3,1,1
2010-03-02,1136.9000244140625,1136.9000244140625,1137.4000244140625,1115.699951171875,1136.9000244140625,155,0.017087112857045783,0.01694277009135818,1100.8000061035157,,,74.08005281255157,1108.3880598721187,4.549327337145314,0.43571615849933276,0.014792465161764667,1100.8000061035157,1147.480007560077,1054.1200046469544,18.057137625558035,1,3,1,1
2010-03-03,1142.699951171875,1142.699951171875,1145.0,1133.699951171875,1142.699951171875,170,0.005101527516284232,0.005088558812882546,1102.0650024414062,,,75.75055913695566,1111.655859043524,6.647696726240156,1.6781122720474975,0.014620901996517178,1102.0650024414062,1151.9034731454299,1052.2265317373826,17.592860630580358,2,3,1,0
2010-03-04,1132.5999755859375,1132.5999755859375,1139.0,1128.5999755859375,1132.5999755859375,118,-0.008838694335796204,-0.008877987298245592,1103.125,,,65.78948689299872,1113.6505368094681,7.410265041595721,2.8245428259571423,0.014723443570710693,1103.125,1154.6719486018594,1051.5780513981406,17.064287458147323,3,3,1,1
2010-03-05,1134.800048828125,1134.800048828125,1134.800048828125,1134.800048828125,1134.800048828125,129,0.0019424980483946364,0.0019406138387151374,1106.7450012207032,,,69.01763714706232,1115.6647760493402,8.098775803241551,3.8793894214140243,0.01019869255705827,1106.7450012207032,1156.3834084183225,1057.106594023084,16.19287109375,4,3,1,0
2010-03-08,1123.5999755859375,1123.5999755859375,1123.5999755859375,1123.5999755859375,1123.5999755859375,17,-0.009869644660090993,-0.009918672460992171,1110.3150024414062,,,52.139264445273085,1116.42050933854,7.652460434177101,4.63400362396664,0.010216811220211338,1110.3150024414062,1153.2541122794853,1067.3758926033272,14.785731724330358,0,3,1,0
2010-03-09,1122.0,1122.0,1124.0,1113.0999755859375,1122.0,27,-0.001423972606534707,-0.0014249874190179776,1113.1300048828125,,,51.2266910727078,1116.9518894015362,7.087942244331771,5.1247913480396665,0.01001492834497167,1113.1300048828125,1150.8141368868676,1075.4458728787574,14.242876325334821,1,3,1,0
2010-03-10,1107.800048828125,1107.800048828125,1127.0999755859375,1106.9000244140625,1107.800048828125,21,-0.012655927960672941,-0.012736696406978158,1114.685009765625,,,45.5497633158785,1116.0802855374018,5.432122005023302,5.186257479436394,0.010396169682410325,1114.685009765625,1148.3969298430982,1080.9730896881517,14.050022670200892,2,3,1,1
2010-03-11,1108.0,1108.0,1108.0,1108.0,1108.0,46,0.00018049391863317332,0.00018047763156562316,1116.2950073242187,,,44.035852543441706,1115.3107345338396,4.088872942295666,4.966780572008249,0.010386756094723705,1116.2950073242187,1144.8723325771432,1087.7176820712941,12.17144775390625,3,3,1,0
2010-03-12,1101.5,1101.5,1117.4000244140625,1099.9000244140625,1101.5,135,-0.005866425992779756,-0.0058837010648312765,1116.660009765625,,,44.92224015367691,1113.9954264829978,2.4713544693061067,4.467695351467821,0.009828650577042434,1116.660009765625,1144.217367797682,1089.102651733568,12.1785888671875,4,3,1,1
2010-03-15,1105.0999755859375,1105.0999755859375,1107.0999755859375,1101.4000244140625,1105.0999755859375,21,0.0032682483757944247,0.0032629192601636168,1117.440008544922,,,51.16506177594737,1113.148240683278,1.4630818723171615,3.8667726556376896,0.009784781903694799,1117.440008544922,1142.5334684224144,1092.3465486674295,11.46429443359375,0,3,1,1
2010-03-16,1122.199951171875,1122.199951171875,1127.0,1114.5,1122.199951171875,66,0.015473691035845727,0.01535519430323725,1117.5850036621093,,,61.281814401522716,1114.0103083488586,2.020552028286147,3.497528530167381,0.008339220243415277,1117.5850036621093,1142.7571061953645,1092.4129011288542,12.585728236607142,1,3,1,1
2010-03-17,1124.0,1124.0,1131.4000244140625,1118.0,1124.0,29,0.0016040357391258198,0.001602750647837658,1117.8100036621095,1110.9319970703125,,57.75860456197295,1114.9617075537294,2.5778838002684097,3.313599584187587,0.008345455608561515,1117.8100036621095,1143.1341652485985,1092.4858420756204,12.150015694754464,2,3,1,1
2010-03-18,1127.4000244140625,1127.4000244140625,1127.800048828125,1121.0999755859375,1127.4000244140625,86,0.0030249327527247516,0.0030203668490292684,1118.2800048828126,1111.117998046875,,54.67624996706734,1116.1463091594753,3.2563891725983467,3.3021575018697393,0.008359202546884697,1118.2800048828126,1143.9653555581383,1092.5946542074869,11.807163783482142,3,3,1,0
2010-03-19,1107.4000244140625,1107.4000244140625,1107.4000244140625,1107.4000244140625,1107.4000244140625,54,-0.017739932204094533,-0.017899170867508113,1117.5850036621093,1110.547998046875,,45.54793196248007,1115.3133296599121,2.1554302572146753,3.072812052938727,0.009264910691166783,1117.5850036621093,1143.6753110471852,1091.4946962770334,12.642874581473214,4,3,1,0
2010-03-22,1099.300048828125,1099.300048828125,1099.300048828125,1099.300048828125,1099.300048828125,71,-0.007314407989311045,-0.00734128943287008,1116.9200073242187,1109.8719995117187,,32.23062305515205,1113.78825529498,0.6221404020420778,2.582677722759397,0.009247306305667698,1116.9200073242187,1144.1963295340508,1089.6436851143865,11.671439034598214,0,3,1,1
2010-03-23,1103.5,1103.5,1103.5,1103.5,1103.5,16,0.0038205685302681314,0.003813288694503739,1116.960009765625,1109.1780004882812,,31.190033809509316,1112.8084214573628,-0.25120614772458794,2.0159009486626003,0.009079564318803466,1116.960009765625,1144.1507354439811,1089.769284087269,11.164289202008929,1,3,1,0
2010-03-24,1088.5999755859375,1088.5999755859375,1092.4000244140625,1085.5,1088.5999755859375,9,-0.013502514194891235,-0.013594502123719505,1116.565008544922,1107.9360009765626,,29.81651376146789,1110.5028551838936,-2.1211952080914216,1.1884817173117959,0.009501025593034102,1116.565008544922,1145.1984558386234,1087.9315612512205,11.442862374441964,2,3,1,1
2010-03-25,1092.699951171875,1092.699951171875,1092.699951171875,1086.699951171875,1092.699951171875,8,0.0037662830037550332,0.003759208317871616,1115.8100036621095,1107.2119995117187,,31.018875235004813,1108.8073405160824,-3.235049607983683,0.3037754522527001,0.009224668838081497,1115.8100036621095,1146.161345402141,1085.458661922078,11.714285714285714,3,3,1,1
2010-03-26,1104.199951171875,1104.199951171875,1104.199951171875,1104.199951171875,1104.199951171875,5,0.010524389598138839,0.010469393738636968,1115.104998779297,1106.567998046875,,41.276954033650625,1108.3685415309199,-3.153481977039064,-0.3876760336056528,0.009287845472125194,1115.104998779297,1145.8650928758857,1084.3449046827081,11.735709054129464,4,3,1,1
2010-03-29,1110.300048828125,1110.300048828125,1110.300048828125,1110.300048828125,1110.300048828125,158733,0.00552445021372816,0.005509246408055013,1114.729998779297,1105.9219995117187,,44.943839192077775,1108.5524946068442,-2.567021120079289,-0.8235450509003801,0.009388232354097312,1114.729998779297,1145.5345877956477,1083.9254097629462,11.392857142857142,0,3,1,0
2010-03-30,1104.5,1104.5,1112.9000244140625,1101.0999755859375,1109.699951171875,56533,-0.005223857131454457,-0.0052375491774631945,1113.1099975585937,1105.41,,48.462233305498735,1108.1665427395258,-2.540971396555733,-1.1670303200314507,0.008497433106049638,1113.1099975585937,1142.3748052561873,1083.845189861,10.792864118303571,1,3,1,1
2010-03-31,1113.300048828125,1113.300048828125,1118.699951171875,1102.0,1103.0999755859375,5950,0.007967450274445342,0.007935877733399111,1111.6400024414063,1104.882001953125,,52.28647201444198,1108.655448081297,-1.789606932901279,-1.2915456426054164,0.008636057050601862,1111.6400024414063,1137.3889550302179,1085.8910498525947,11.971435546875,2,3,1,1
2010-04-01,1125.0999755859375,1125.0999755859375,1127.699951171875,1111.300048828125,1125.0999755859375,2696,0.010599053480895071,0.010543277283994743,1111.2650024414063,1105.1380004882812,,59.73595764203004,1110.2215935579295,-0.23923199143337115,-1.0810829123710073,0.008830647228716935,1111.2650024414063,1135.9240610313727,1086.6059438514399,11.892857142857142,3,4,2,1
2010-04-05,1132.9000244140625,1132.9000244140625,1133.300048828125,1119.9000244140625,1122.300048828125,567,0.0069327606411713205,0.006908839551936326,1111.1700012207032,1105.742001953125,,61.08453602627526,1112.3814441156564,1.6004016383585622,-0.5447860022250934,0.008966650382996206,1111.1700012207032,1135.459153327309,1086.8808491140974,12.442862374441964,0,4,2,1
2010-04-06,1135.0999755859375,1135.0999755859375,1138.5,1122.699951171875,1130.800048828125,2490,0.001941875827050854,0.001939992823498996,1111.7450012207032,1106.6600024414063,,55.83710867118051,1114.5451137794928,3.1989665228365993,0.2039645027872451,0.008669596574032223,1111.7450012207032,1137.7565400900717,1085.7334623513348,12.007149832589286,1,4,2,1
2010-04-07,1152.300048828125,1152.300048828125,1153.0,1132.5999755859375,1152.300048828125,1342,0.01515291481995562,0.015039256141456733,1113.2600036621093,1107.8020043945312,,61.23908494881585,1118.1408218793624,5.787033553951687,1.3205783130201336,0.009244767713179409,1113.2600036621093,1144.7409685764417,1081.779038747777,12.507149832589286,2,4,2,0
2010-04-08,1152.199951171875,1152.199951171875,1152.300048828125,1144.0,1152.199951171875,254,-8.686770112675823e-05,-8.687147434402314e-05,1115.479998779297,1108.8880029296874,,60.11414449873101,1121.3845484786493,7.740787300293277,2.6046201104747624,0.008648843771912705,1115.479998779297,1151.3024669142253,1079.6575306443685,12.621433803013392,3,4,2,1
2010-04-09,1161.0999755859375,1161.0999755859375,1164.800048828125,1150.5,1161.0999755859375,505,0.007724374927295052,0.007694694686179822,1118.1349975585938,1110.422001953125,,74.08064286574485,1125.166970107915,9.893265404670956,4.062349169314001,0.008729334296695873,1118.1349975585938,1159.121992523773,1077.1480025934145,12.21429443359375,4,4,2,1
2010-04-12,1161.5999755859375,1161.5999755859375,1169.0,1154.5999755859375,1161.5999755859375,483,0.00043062613944822026,0.0004305334466219135,1121.1399963378906,1111.982001953125,,79.98063798315458,1128.636780153441,11.506822148503034,5.551243765151808,0.00852749051057761,1121.1399963378906,1165.6527175478075,1076.6272751279737,12.664297921316964,0,4,2,0
2010-04-13,1152.800048828125,1152.800048828125,1157.0,1145.0,1152.800048828125,278,-0.0075756946821332605,-0.007604536011493,1123.525,1113.3780029296875,,72.71886538993783,1130.938043836744,11.937884446910857,6.828571901503619,0.00882851201650436,1123.525,1169.5064103599477,1077.5435896400525,13.550013950892858,1,4,2,1
2010-04-14,1159.0,1159.0,1160.5999755859375,1151.199951171875,1159.0,162,0.005378166992773492,0.005363756298329145,1125.3650024414062,1114.472001953125,,85.27049291614225,1133.6106110903875,12.634150051147344,7.989687531432365,0.00829952046101361,1125.3650024414062,1173.9922325424895,1076.7377723403229,12.93572998046875,2,4,2,1
2010-04-15,1159.699951171875,1159.699951171875,1159.800048828125,1151.0,1157.5,179,0.0006039268092106198,0.0006037445188048611,1127.15,1115.3180004882813,,84.7509845386281,1136.0953101457671,13.091514933691087,9.01005301188411,0.00830280790687384,1127.15,1178.1302579057874,1076.1697420942128,13.135733468191964,3,4,2,0
2010-04-16,1136.300048828125,1136.300048828125,1160.0,1130.4000244140625,1136.300048828125,483,-0.020177548787601807,-0.020383895963437555,1127.5950012207031,1115.8160009765625,,64.81998300259019,1136.1148090678964,11.433999313576578,9.494842272222606,0.009610820961335094,1127.5950012207031,1178.739558303727,1076.4504441376791,14.4285888671875,4,4,2,0
2010-04-19,1135.199951171875,1135.199951171875,1137.0999755859375,1124.0,1135.199951171875,145,-0.0009681401117465072,-0.000968609062082012,1128.9849975585937,1117.2719995117188,,62.05222196224685,1136.0276797444658,9.91731690001302,9.579337197780688,0.008622151768102129,1128.9849975585937,1179.3233130803364,1078.646682036851,14.928580147879464,0,4,2,1
2010-04-20,1138.5999755859375,1138.5999755859375,1145.800048828125,1136.0,1138.5999755859375,80,0.002995088583779948,0.0029906122417675506,1130.9499938964843,1119.0,,66.89790254460283,1136.2726603007964,8.887242120137671,9.440918182252085,0.00838650748582927,1130.9499938964843,1179.443663487947,1082.4563243050216,14.842869349888392,1,4,2,1
2010-04-21,1148.199951171875,1148.199951171875,1150.0,1138.4000244140625,1148.199951171875,68,0.008431385729652074,0.008396040132929772,1133.184991455078,1120.65,,67.15826897732155,1137.4085927647086,8.744734380707314,9.301681421943131,0.008507723647595325,1133.184991455078,1180.4567155815319,1085.9132673286242,14.478585379464286,2,4,2,0
2010-04-22,1142.300048828125,1142.300048828125,1144.0,1133.5999755859375,1142.300048828125,213,-0.005138392784051593,-0.00515163972238596,1135.8699951171875,1121.962001953125,,58.977080580484284,1137.8744457231292,8.06278044483497,9.0539012265215,0.00788739900376248,1135.8699951171875,1178.3348444114292,1093.4051458229458,14.350019182477679,3,4,2,1
2010-04-23,1153.0999755859375,1153.0999755859375,1153.0999755859375,1153.0999755859375,1153.0999755859375,40,0.009454544599636572,0.009410130119176331,1138.8899963378906,1123.5080004882811,,60.222667562839156,1139.3244961862538,8.29813513165709,8.902748007548619,0.008038839644230024,1138.8899963378906,1176.7715642951305,1101.0084283806507,14.164297921316964,4,4,2,1
2010-04-26,1153.5,1153.5,1160.0999755859375,1151.4000244140625,1160.0999755859375,108,0.0003469121693973065,0.00034685200928378336,1141.354998779297,1124.6940014648437,,59.48456060295259,1140.6745441685155,8.419874966253246,8.806173399289545,0.007838743266422022,1141.354998779297,1176.0107217499367,1106.6992758086571,13.657148088727679,0,4,2,1
2010-04-27,1161.699951171875,1161.699951171875,1170.699951171875,1148.5999755859375,1152.800048828125,213,0.007108756976051067,0.007083608874006646,1143.9249938964845,1126.1380004882812,,55.34086842170971,1142.6769638831213,9.073429346485227,8.859624588728682,0.007881827382339553,1143.9249938964845,1176.441388345321,1111.408599447648,13.778573172433036,1,4,2,1
2010-04-28,1171.300048828125,1171.300048828125,1171.300048828125,1171.300048828125,1171.300048828125,299,0.008263835809380726,0.008229877275134146,1147.2649963378906,1127.1780004882812,,59.79494640160858,1145.4029719731218,10.24789222840218,9.137278116663381,0.007781023955776672,1147.2649963378906,1176.2630061620666,1118.2669865137145,13.871433803013392,2,4,2,0
2010-04-29,1168.4000244140625,1168.4000244140625,1171.199951171875,1164.0,1168.4000244140625,166,-0.0024759022395363095,-0.002478972354068754,1150.0199951171876,1128.1560009765626,,53.98910836403999,1147.5931674436874,10.819929379455743,9.473808369221855,0.007778366996726694,1150.0199951171876,1175.7123987143002,1124.327591520075,13.371433803013392,3,4,2,1
2010-04-30,1180.0999755859375,1180.0999755859375,1181.300048828125,1170.0,1180.0999755859375,146,0.010013651940603552,0.009963847534692136,1152.7699951171876,1129.3980004882812,,59.00684166234804,1150.6890539334254,12.078132034254622,9.99467310222841,0.00774711518006198,1152.7699951171876,1178.999833344905,1126.5401568894702,13.264290945870536,4,4,2,1
2010-05-03,1182.699951171875,1182.699951171875,1187.5,1177.300048828125,1178.5999755859375,90,0.0022031824758292906,0.0022007590281972016,1155.259991455078,1130.6259985351562,,65.49221657478691,1153.7377108132778,13.133666274536381,10.622471736690004,0.007673882413520406,1155.259991455078,1182.9614292377773,1127.5585536723788,12.807146344866071,0,5,2,0
2010-05-04,1168.5999755859375,1168.5999755859375,1191.800048828125,1168.300048828125,1168.5999755859375,94,-0.011921853528417348,-0.011993488743151995,1156.934991455078,1131.7459985351563,,54.59769913346265,1155.1531646011501,12.686196002664929,11.035216589884989,0.008297473894442922,1156.934991455078,1183.5330614250445,1130.3369214851116,13.814287458147321,1,5,2,1
2010-05-05,1174.5999755859375,1174.5999755859375,1177.199951171875,1159.199951171875,1174.5999755859375,98,0.0051343489006934195,0.005121213074799913,1158.0499877929688,1133.1839990234375,,56.791270568100764,1157.0052418377966,12.66967432524234,11.36210813695646,0.007710770803555487,1158.0499877929688,1185.6795940862287,1130.4203814997088,14.471426827566964,2,5,2,1
2010-05-06,1196.9000244140625,1196.9000244140625,1210.5999755859375,1175.9000244140625,1196.9000244140625,79,0.018985228411060318,0.01880725797365313,1160.2849914550782,1135.1919995117187,,77.9005475180717,1160.8047449402982,14.291267512123568,11.947940011989882,0.008688319857417809,1160.2849914550782,1192.7335727174616,1127.8364101926948,14.928571428571429,3,5,2,1
2010-05-07,1210.0,1210.0,1210.800048828125,1194.5999755859375,1210.0,112,0.01094492047683815,0.010885458313715984,1162.7299926757812,1137.2359985351563,,81.01166653508159,1165.4900073269364,16.44389535471646,12.847131080535197,0.00882984421213613,1162.7299926757812,1202.073772440489,1123.3862129110735,15.150006975446429,4,5,2,0
2010-05-10,1200.4000244140625,1200.4000244140625,1203.800048828125,1189.199951171875,1200.4000244140625,118,-0.00793386412060948,-0.007965504686302246,1164.6699951171875,1138.877998046875,,74.36914196375623,1168.8147708590436,17.17722230311506,13.713149325051171,0.009106912348547427,1164.6699951171875,1207.4550489325275,1121.8849413018474,15.878574916294642,0,5,2,1
2010-05-11,1219.9000244140625,1219.9000244140625,1233.5,1201.5,1219.9000244140625,201,0.016244584807900475,0.016114053263374287,1168.0249938964844,1140.9199975585936,,76.2253704753783,1173.6800331023787,19.1115699429929,14.792833448639518,0.009385591796483937,1168.0249938964844,1216.9707299452953,1119.0792578476735,17.414289202008927,1,5,2,1
